add device 1: /dev/input/event1
  name:     "Sleep Button"
add device 2: /dev/input/event0
  name:     "Power Button"
add device 3: /dev/input/event2
  name:     "Video Bus"
add device 4: /dev/input/event4
  name:     "AT Raw Set 2 keyboard"
add device 5: /dev/input/event3
  name:     "AT Translated Set 2 keyboard"
add device 6: /dev/input/event8
  name:     "BlueStacks Virtual Touch"
add device 7: /dev/input/event6
  name:     "BlueStacks Virtual Mouse"
add device 8: /dev/input/event7
  name:     "AT Translated Set 2 keyboard"
add device 9: /dev/input/event5
  name:     "VirtualBox mouse integration"
[1528542697.545797] /dev/input/event8: EV_ABS       ABS_MT_POSITION_X    000055e1            
[1528542697.545797] /dev/input/event8: EV_ABS       ABS_MT_POSITION_Y    000036e7            
[1528542697.545797] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542697.545797] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542697.546037] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542697.546037] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542697.818801] /dev/input/event8: EV_ABS       ABS_MT_POSITION_X    000041c8            
[1528542697.818801] /dev/input/event8: EV_ABS       ABS_MT_POSITION_Y    00004fe9            
[1528542697.818801] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542697.818801] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542697.819041] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542697.819041] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542699.691085] /dev/input/event8: EV_ABS       ABS_MT_POSITION_X    00006403            
[1528542699.691085] /dev/input/event8: EV_ABS       ABS_MT_POSITION_Y    00003e6c            
[1528542699.691085] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542699.691085] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542699.691147] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542699.691147] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542701.940972] /dev/input/event8: EV_ABS       ABS_MT_POSITION_X    00003fff            
[1528542701.940972] /dev/input/event8: EV_ABS       ABS_MT_POSITION_Y    00007a67            
[1528542701.940972] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542701.940972] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542701.941021] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542701.941021] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542701.952068] /dev/input/event8: EV_ABS       ABS_MT_POSITION_X    00001a0b            
[1528542701.952068] /dev/input/event8: EV_ABS       ABS_MT_POSITION_Y    000001be            
[1528542701.952068] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542701.952068] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542701.952114] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542701.952114] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542703.543347] /dev/input/event8: EV_ABS       ABS_MT_POSITION_X    00001a0b            
[1528542703.543347] /dev/input/event8: EV_ABS       ABS_MT_POSITION_Y    000001be            
[1528542703.543347] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542703.543347] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542703.543394] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542703.543394] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542703.752240] /dev/input/event8: EV_ABS       ABS_MT_POSITION_X    00004f2e            
[1528542703.752240] /dev/input/event8: EV_ABS       ABS_MT_POSITION_Y    0000325c            
[1528542703.752240] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542703.752240] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542703.752286] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542703.752286] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542705.422575] /dev/input/event8: EV_ABS       ABS_MT_POSITION_X    00001a0b            
[1528542705.422575] /dev/input/event8: EV_ABS       ABS_MT_POSITION_Y    000001be            
[1528542705.422575] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542705.422575] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542705.422643] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
[1528542705.422643] /dev/input/event8: EV_SYN       SYN_REPORT           00000000            
[1528542726.231238] /dev/input/event8: EV_ABS       ABS_MT_POSITION_X    00001a0b            
[1528542726.231238] /dev/input/event8: EV_ABS       ABS_MT_POSITION_Y    000001be            
[1528542726.231238] /dev/input/event8: EV_SYN       SYN_MT_REPORT        00000000            
